time_tick,grv_X_value,grv_Y_value,grv_Z_value,Turn,Success
34.731151,-4.024001,-8.754949,-1.826343,5,0
34.766154,-3.976963,-8.785905,-1.780137,5,0
34.806163,-3.904374,-8.825231,-1.745969,5,0
34.831157,-3.861139,-8.845054,-1.741799,5,0
34.86616,-3.762155,-8.881188,-1.774245,5,0
34.89619,-3.68073,-8.906621,-1.817022,5,0
34.931193,-3.554363,-8.940619,-1.899758,5,0
34.966197,-3.446416,-8.970916,-1.955027,5,0
34.996196,-3.372176,-8.993341,-1.981287,5,0
35.031199,-3.301208,-9.012126,-2.015156,5,0
35.066234,-3.232865,-9.028229,-2.053511,5,0
35.096232,-3.178243,-9.038831,-2.091785,5,0
35.131236,-3.119383,-9.047578,-2.141967,5,0
35.16624,-3.058485,-9.05836,-2.183814,5,0
35.196239,-3.004191,-9.069851,-2.211311,5,0
35.231242,-2.946322,-9.087272,-2.217639,5,0
35.266276,-2.88935,-9.108929,-2.203708,5,0
35.296275,-2.848002,-9.127835,-2.179164,5,0
35.331279,-2.805223,-9.15019,-2.140559,5,0
35.366283,-2.749618,-9.176818,-2.098301,5,0
35.396281,-2.701306,-9.198979,-2.06373,5,0
35.431315,-2.671122,-9.214747,-2.032434,5,0
35.466319,-2.651019,-9.225761,-2.00865,5,0
35.496318,-2.645753,-9.228723,-2.001978,5,0
35.531322,-2.667287,-9.222316,-2.002923,5,0
35.566325,-2.693604,-9.21336,-2.008915,5,0
35.596355,-2.707909,-9.207361,-2.01717,5,0
35.631358,-2.717821,-9.200926,-2.033142,5,0
35.666362,-2.722356,-9.194684,-2.055189,5,0
35.696361,-2.718684,-9.189961,-2.081015,5,0
35.731377,-2.678777,-9.193217,-2.118056,5,0
35.766381,-2.616983,-9.199915,-2.16569,5,0
35.79641,-2.564378,-9.208234,-2.193089,5,0
35.831414,-2.511108,-9.218926,-2.209749,5,0
35.866418,-2.470274,-9.227257,-2.220973,5,0
35.906426,-2.382001,-9.245938,-2.23963,5,0
35.93142,-2.334111,-9.255004,-2.252571,5,0
35.966454,-2.270473,-9.266809,-2.269017,5,0
35.996453,-2.228221,-9.274183,-2.280747,5,0
36.031457,-2.200326,-9.281787,-2.276894,5,0
36.06646,-2.183229,-9.288468,-2.266078,5,0
36.096459,-2.17434,-9.29215,-2.259523,5,0
36.131493,-2.153192,-9.300069,-2.247159,5,0
36.166497,-2.135009,-9.305461,-2.242183,5,0
36.196496,-2.126938,-9.306544,-2.245357,5,0
36.231499,-2.10633,-9.310068,-2.250169,5,0
36.266503,-2.098882,-9.306083,-2.273491,5,0
36.296532,-2.100382,-9.298547,-2.30275,5,0
36.331536,-2.082792,-9.296896,-2.325286,5,0
36.36654,-2.066288,-9.296861,-2.3401,5,0
36.396538,-2.063417,-9.294458,-2.35215,5,0
36.431542,-2.079474,-9.289718,-2.356731,5,0
36.466546,-2.103474,-9.284586,-2.355655,5,0
36.496575,-2.118594,-9.28219,-2.351544,5,0
36.531579,-2.127081,-9.282645,-2.342067,5,0
36.566582,-2.116232,-9.28648,-2.336687,5,0
36.596581,-2.048534,-9.302668,-2.33262,5,0
36.631585,-1.871733,-9.335079,-2.351629,5,0
36.666619,-1.654186,-9.377047,-2.347746,5,0
36.696618,-1.42231,-9.40261,-2.396915,5,0
36.731607,-1.100425,-9.407481,-2.542757,5,0
36.766611,-0.466157,-9.386825,-2.80133,5,0
36.79661,0.366671,-9.30064,-3.088835,5,0
36.831644,1.236648,-9.246982,-3.023454,5,0
36.866648,1.86034,-9.247283,-2.684052,5,0
36.896646,2.21611,-9.24402,-2.411265,5,0
36.93165,2.385705,-9.24316,-2.247143,5,0
36.966654,2.422531,-9.21703,-2.314077,5,0
37.006662,2.599689,-9.146791,-2.398977,5,0
37.031687,2.7735,-9.103085,-2.370397,5,0
37.06669,2.893023,-9.060282,-2.391432,5,0
37.096689,2.911462,-9.023944,-2.503814,5,0
37.131693,2.87685,-8.991328,-2.656501,5,0
37.166697,2.915123,-8.96899,-2.690079,5,0
37.196726,2.971045,-8.960912,-2.655599,5,0
37.23173,2.993654,-8.964624,-2.617403,5,0
37.266733,3.008036,-8.972334,-2.57414,5,0
37.296732,3.040935,-8.972112,-2.535974,5,0
37.331736,3.107771,-8.961703,-2.491362,5,0
37.36677,3.166285,-8.947577,-2.46835,5,0
37.396769,3.153127,-8.944732,-2.495356,5,0
37.431772,3.136796,-8.943338,-2.520808,5,0
37.466776,3.159945,-8.927069,-2.549398,6,0
37.496775,3.168554,-8.916698,-2.57488,6,0
37.531809,3.166273,-8.896033,-2.648123,6,0
37.566813,3.158156,-8.873999,-2.730467,6,0
37.596811,3.138521,-8.865685,-2.779672,6,0
37.631815,3.1094,-8.855586,-2.84385,6,0
37.666819,3.088102,-8.837843,-2.921201,6,0
37.696848,3.110621,-8.809747,-2.98155,6,0
37.731829,3.154863,-8.774905,-3.037289,6,0
37.766832,3.194431,-8.750265,-3.066874,6,0
37.796831,3.22834,-8.722737,-3.109488,6,0
37.831835,3.264392,-8.687039,-3.171175,6,0
37.866838,3.25358,-8.670921,-3.225925,6,0
37.896868,3.177225,-8.64271,-3.374322,6,0
37.931871,3.002486,-8.604271,-3.623376,6,0
37.966875,2.712799,-8.560383,-3.941804,6,0
37.996874,2.327303,-8.486965,-4.328088,6,0
38.031877,1.685617,-8.339525,-4.877321,6,0
38.066912,0.939749,-8.124989,-5.410977,6,0
38.10692,-0.031491,-7.763864,-5.99155,6,0
38.131914,-0.706895,-7.479217,-6.303877,6,0
38.166918,-1.703346,-7.015084,-6.638107,6,0
38.196916,-2.523568,-6.576917,-6.822978,6,0
38.231951,-3.361401,-6.066596,-6.933588,6,0
38.266954,-3.972731,-5.639642,-6.970588,6,0
38.296953,-4.399394,-5.303814,-6.977974,6,0
38.331957,-4.814282,-4.925122,-6.981627,6,0
38.36696,-5.11942,-4.652782,-6.951288,6,0
38.39699,-5.342435,-4.528377,-6.865088,6,0
38.431993,-5.560915,-4.486418,-6.717554,6,0
38.466997,-5.745406,-4.578156,-6.496771,6,0
38.496996,-5.826112,-4.740083,-6.305972,6,0
38.531999,-5.762963,-5.009203,-6.154136,6,0
38.567003,-5.541909,-5.310798,-6.104091,6,0
38.597032,-5.254452,-5.600778,-6.09912,6,0
38.632036,-4.953673,-5.961972,-6.007766,6,0
38.662035,-4.767331,-6.189862,-5.927513,6,0
38.697039,-4.411423,-6.414997,-5.963591,6,0
38.732018,-3.810825,-6.597243,-6.175051,6,0
38.767052,-3.041143,-6.758244,-6.422993,6,0
38.797051,-2.482413,-6.86272,-6.551179,6,0
38.832055,-2.058057,-6.930874,-6.626057,6,0
38.867058,-1.842247,-6.969584,-6.64893,6,0
38.897057,-1.787005,-6.949162,-6.685283,6,0
38.932091,-1.837508,-6.902043,-6.720313,6,0
38.967095,-2.018711,-6.902811,-6.667327,6,0
38.997094,-2.194015,-6.920712,-6.592973,6,0
39.032098,-2.511171,-7.084394,-6.299415,6,0
39.067101,-3.50425,-7.085725,-5.804308,6,0
39.097131,-4.869072,-6.457227,-5.547396,6,0
39.132134,-5.958394,-5.218606,-5.782814,6,0
39.167138,-6.180411,-3.746664,-6.628897,6,0
39.197137,-6.664109,-2.225905,-6.841947,6,0
39.23214,-7.364436,-0.007688,-6.476285,6,0
39.267144,-6.700441,1.904361,-6.903242,6,0
39.297173,-5.150306,2.064278,-8.086431,6,0
39.332177,-4.322054,1.210958,-8.719557,6,0
39.362176,-4.263913,0.566127,-8.813387,6,0
39.397179,-4.476548,-0.030005,-8.725644,6,0
39.432183,-4.717112,-0.356165,-8.590649,6,0
39.462212,-5.010304,-0.647332,-8.405657,6,0
39.497216,-5.658349,-1.157795,-7.925897,6,0
39.53222,-6.470325,-1.787971,-7.149497,6,0
39.562218,-7.026878,-2.393366,-6.408747,6,0
39.597222,-7.014958,-3.275448,-6.019887,6,0
39.632256,-6.552878,-4.007392,-6.097364,6,0
39.662255,-6.097598,-4.477534,-6.240853,6,0
39.697259,-5.611669,-4.942553,-6.344887,6,0
39.73228,-5.333993,-5.293944,-6.300787,6,0
39.762279,-5.213923,-5.522206,-6.204635,6,0
39.797313,-5.213132,-5.737861,-6.006452,6,0
39.832317,-5.268077,-5.96273,-5.733277,6,0
39.862316,-5.160969,-6.126825,-5.657178,6,0
39.897319,-4.87066,-6.263292,-5.764121,6,0
39.932323,-4.563814,-6.401576,-5.86248,6,0
39.962352,-4.38641,-6.559027,-5.82373,6,0
39.997356,-4.405761,-6.787614,-5.540291,6,0
40.03236,-4.588478,-7.053428,-5.03709,6,0
40.062358,-4.667999,-7.324327,-4.554259,6,0
40.097362,-4.471739,-7.723556,-4.0654,6,0
40.132366,-4.0348,-8.100385,-3.779074,6,0
40.162395,-3.560777,-8.388837,-3.622917,6,0
40.197399,-2.972698,-8.673897,-3.479055,6,0
40.232402,-2.458681,-8.885561,-3.343492,6,0
40.267406,-2.057313,-9.041597,-3.192839,6,0
40.297405,-1.800854,-9.147895,-3.041413,6,0
40.332439,-1.598019,-9.244735,-2.856303,6,0
40.362438,-1.508852,-9.316053,-2.66679,6,0
40.397441,-1.476481,-9.394113,-2.397475,6,0
40.432445,-1.438694,-9.47357,-2.087794,6,0
40.462444,-1.337572,-9.544808,-1.812399,6,0
40.497478,-1.116755,-9.618642,-1.553011,6,0
40.532482,-0.869108,-9.660948,-1.444987,6,0
40.562481,-0.716942,-9.676282,-1.425763,6,0
40.597484,-0.681872,-9.680427,-1.414794,6,0
40.632488,-0.780752,-9.689528,-1.296429,6,0
40.662517,-0.880142,-9.70397,-1.111556,6,0
40.697521,-0.966258,-9.713914,-0.939928,6,0
40.732496,-1.043176,-9.710241,-0.894572,6,0
40.7675,-1.064273,-9.707676,-0.897547,6,0
40.797499,-1.029007,-9.708592,-0.928245,6,0
40.832503,-1.000752,-9.702163,-1.021658,6,0
40.862532,-0.976292,-9.691633,-1.138568,6,0
40.897536,-0.965142,-9.670117,-1.317035,6,0
40.932539,-0.92807,-9.643563,-1.522377,6,0
40.962538,-0.879785,-9.625387,-1.659867,6,0
40.997542,-0.838496,-9.604079,-1.798842,6,0
41.032576,-0.848665,-9.590654,-1.864502,6,0
41.062575,-0.867402,-9.585695,-1.881306,6,0
41.097578,-0.925494,-9.576941,-1.898134,6,0
41.132582,-0.931127,-9.577811,-1.890976,6,0
41.167586,-0.931992,-9.580736,-1.875667,6,0
41.197615,-0.937354,-9.583409,-1.85927,6,0
41.232619,-1.011445,-9.565203,-1.913406,6,0
41.262617,-1.098578,-9.552162,-1.930438,6,0
41.297621,-1.162403,-9.550349,-1.901812,6,0
41.332625,-1.236268,-9.546103,-1.876383,6,0
41.367628,-1.323868,-9.536882,-1.863467,6,0
41.397658,-1.420373,-9.522483,-1.866039,6,0
41.432661,-1.558558,-9.502989,-1.855087,6,0
41.46266,-1.69306,-9.48502,-1.828989,6,0
41.497664,-1.824352,-9.469225,-1.784033,6,0
41.532667,-1.904434,-9.470299,-1.692279,6,0
41.562697,-1.939501,-9.482639,-1.579603,6,0
41.5977,-1.931437,-9.505539,-1.446212,6,0
41.632704,-1.876921,-9.536543,-1.307195,6,0
41.662703,-1.783171,-9.568027,-1.204329,6,0
41.697706,-1.628054,-9.60445,-1.131917,6,0
41.732742,-1.446609,-9.63861,-1.087088,6,0
41.76274,-1.278559,-9.667079,-1.044086,6,0
41.797744,-1.078913,-9.698798,-0.972884,6,0
41.832748,-0.911999,-9.723455,-0.894389,6,0
41.862747,-0.794732,-9.737273,-0.855081,6,0
41.897781,-0.645267,-9.748505,-0.852949,6,0
41.932784,-0.497397,-9.759127,-0.830232,6,0
41.962783,-0.397248,-9.766251,-0.799865,6,0
41.997787,-0.310634,-9.771268,-0.776577,6,0
42.03279,-0.297715,-9.772283,-0.768827,6,0
42.06282,-0.33298,-9.771643,-0.762479,6,0
42.097823,-0.397813,-9.76948,-0.759113,6,0
42.132827,-0.500287,-9.765733,-0.746603,6,0
42.162826,-0.578928,-9.760519,-0.757867,6,0
42.19783,-0.686722,-9.755838,-0.72752,6,0
42.232833,-0.75376,-9.753577,-0.690528,6,0
42.262862,-0.783041,-9.753928,-0.651904,6,0
42.297866,-0.821832,-9.752568,-0.623908,6,0
42.33287,-0.839088,-9.753573,-0.583947,6,0
42.362869,-0.843669,-9.754653,-0.558763,6,0
42.397872,-0.872311,-9.753766,-0.529505,6,0
42.432906,-0.924495,-9.750142,-0.507235,6,0
42.46791,-0.987888,-9.744134,-0.503173,6,0
42.497909,-1.044409,-9.737698,-0.513513,6,0
42.532913,-1.121815,-9.727105,-0.549726,6,0
42.562911,-1.199726,-9.715392,-0.590818,6,0
42.597945,-1.28557,-9.700806,-0.647246,6,0
42.632949,-1.365147,-9.685067,-0.716305,6,0
42.662948,-1.423513,-9.672664,-0.768388,6,0
42.697952,-1.472476,-9.660688,-0.824729,6,0
42.732934,-1.501251,-9.648087,-0.915369,6,0
42.762964,-1.502832,-9.641156,-0.983291,6,0
42.797967,-1.495649,-9.635326,-1.049175,6,0
42.832971,-1.454145,-9.634074,-1.116844,6,0
42.86297,-1.383317,-9.637289,-1.177431,6,0
42.897973,-1.282967,-9.643926,-1.235285,6,0
42.933007,-1.175474,-9.651575,-1.281644,6,0
42.963006,-1.081516,-9.658433,-1.31234,6,0
42.99801,-0.979369,-9.668797,-1.31623,6,0
43.033014,-0.916453,-9.678972,-1.286416,6,0
43.063012,-0.874021,-9.685905,-1.263557,6,0
43.098016,-0.789532,-9.694833,-1.250641,6,0
43.13305,-0.728197,-9.701748,-1.234125,6,0
43.163049,-0.693598,-9.70627,-1.218397,6,0
43.198053,-0.685064,-9.710988,-1.18518,6,0
43.233056,-0.71051,-9.71399,-1.144908,6,0
43.263055,-0.72332,-9.716373,-1.116311,6,0
43.298089,-0.738433,-9.715393,-1.114944,6,0
43.333093,-0.70959,-9.713582,-1.148933,6,0
43.363092,-0.671805,-9.708905,-1.209583,6,0
43.398095,-0.616982,-9.698516,-1.317331,6,0
43.433099,-0.583443,-9.684017,-1.434102,6,0
43.463128,-0.559552,-9.664652,-1.568011,6,0
43.498132,-0.46927,-9.638438,-1.748587,6,0
43.533136,-0.306191,-9.596818,-1.996141,6,0
43.568139,-0.067011,-9.549752,-2.23047,6,0
43.598138,0.190822,-9.502445,-2.417515,6,0
43.633172,0.470053,-9.485987,-2.443838,6,0
43.663171,0.765935,-9.516402,-2.242473,6,0
43.698175,1.139373,-9.536969,-1.981238,6,0
43.733179,1.636105,-9.508433,-1.757873,6,0
43.763178,1.836168,-9.448736,-1.878066,6,0
43.798212,1.83778,-9.391042,-2.146661,6,0
43.833216,2.056043,-9.342433,-2.16076,6,0
43.863215,2.197754,-9.33567,-2.047535,6,0
43.898218,2.186509,-9.344249,-2.020256,6,0
43.933222,2.077168,-9.364274,-2.042791,6,0
43.963221,1.987785,-9.392391,-2.002237,6,0
43.998255,1.93801,-9.42412,-1.899293,6,0
44.033259,1.986089,-9.437832,-1.777646,6,0
44.063258,2.048821,-9.437523,-1.706677,6,0
44.098261,2.100125,-9.430007,-1.685728,6,0
44.133265,2.178415,-9.410581,-1.694909,6,0
44.163294,2.273808,-9.390635,-1.680182,6,0
44.198298,2.387685,-9.368951,-1.64285,6,0
44.233301,2.522946,-9.341197,-1.598137,6,0
44.2633,2.648701,-9.312548,-1.561437,6,0
44.298304,2.781628,-9.275112,-1.553089,6,0
44.333338,2.896372,-9.232169,-1.598541,6,0
44.363337,2.999741,-9.19308,-1.632811,7,1
44.398341,3.101679,-9.152888,-1.667778,7,1
44.433344,3.178961,-9.117303,-1.71646,7,1
44.463343,3.194417,-9.099728,-1.779862,7,1
44.498377,3.17392,-9.090106,-1.863722,7,1
44.533381,3.133732,-9.088197,-1.939498,7,1
44.56338,3.088198,-9.089699,-2.004408,7,1
44.598383,2.984501,-9.098165,-2.11976,7,1
44.633387,2.828365,-9.110399,-2.275574,7,1
44.668391,2.659204,-9.114645,-2.455429,7,1
44.69842,2.477951,-9.105085,-2.671038,7,1
44.733401,2.313501,-9.046248,-2.998392,7,1
44.763399,2.318302,-8.960148,-3.243219,7,1
44.798403,2.483342,-8.858894,-3.395623,7,1
44.833407,2.72592,-8.781798,-3.409785,7,1
44.863436,2.999766,-8.712834,-3.356362,7,1
44.89844,3.185591,-8.671435,-3.291729,7,1
44.928438,3.287197,-8.640319,-3.273604,7,1
44.963442,3.413136,-8.595893,-3.261653,7,1
44.998446,3.586898,-8.558622,-3.171972,7,1
45.028475,3.725581,-8.542746,-3.052669,7,1
45.063479,3.769403,-8.544295,-2.993972,7,1
45.098482,3.631453,-8.558808,-3.120354,7,1
45.128481,3.389227,-8.564506,-3.367437,7,1
45.163485,2.973231,-8.525194,-3.828605,7,1
45.198519,2.459777,-8.421689,-4.381998,7,1
45.228518,1.999922,-8.277182,-4.864753,7,1
45.263521,1.459422,-8.057562,-5.396576,7,1
45.298525,0.913932,-7.84727,-5.810536,7,1
45.333529,0.339143,-7.651217,-6.125447,7,1
45.363558,-0.31485,-7.518852,-6.28848,7,1
45.398562,-1.240083,-7.397184,-6.318316,7,1
45.42856,-2.116727,-7.298569,-6.199,7,1
45.463564,-3.078192,-7.144567,-5.971361,7,1
45.498568,-3.823426,-6.952488,-5.763816,7,1
45.528597,-4.284463,-6.743762,-5.687029,7,1
45.563601,-4.63045,-6.484631,-5.717145,7,1
45.598604,-4.888881,-6.243898,-5.769734,7,1
45.628603,-5.103547,-6.078712,-5.760236,7,1
45.663607,-5.326273,-5.921068,-5.722676,7,1
45.69861,-5.481767,-5.811962,-5.687582,7,1
45.73364,-5.603063,-5.744458,-5.637742,7,1
45.763638,-5.670803,-5.746976,-5.567001,7,1
45.798642,-5.740638,-5.796144,-5.443072,7,1
45.833646,-5.692481,-5.875285,-5.40869,7,1
45.863645,-5.544348,-5.932631,-5.499212,7,1
45.898679,-5.369149,-6.040796,-5.555021,7,1
45.933682,-5.283332,-6.152232,-5.529712,7,1
45.963681,-5.112824,-6.281526,-5.529802,7,1
45.998685,-4.799983,-6.446435,-5.619688,7,1
46.028684,-4.365315,-6.575631,-5.820855,7,1
46.063718,-3.69071,-6.739397,-6.093967,7,1
46.098721,-2.923031,-6.942736,-6.279455,7,1
46.12872,-2.287232,-7.103623,-6.362732,7,1
46.163724,-1.607881,-7.257274,-6.397182,7,1
46.198728,-1.002224,-7.361526,-6.401619,7,1
46.228757,-0.65738,-7.438572,-6.357102,7,1
46.263761,-0.588444,-7.547475,-6.234309,7,1
46.298764,-0.901371,-7.648008,-6.072294,7,1
46.328763,-1.49829,-7.595411,-6.020143,7,1
46.363767,-2.775539,-7.070276,-6.203614,7,1
46.39877,-4.299297,-5.680726,-6.739632,7,1
46.4288,-4.811832,-3.920923,-7.592753,7,1
46.463803,-5.522643,-1.772626,-7.907937,7,1
46.498807,-6.535776,0.628229,-7.284656,7,1
46.533811,-5.897736,2.809387,-7.314458,7,1
46.563809,-4.436823,3.41911,-8.04994,7,1
46.598844,-3.461198,3.282345,-8.568755,7,1
46.628842,-3.378768,3.044117,-8.688759,7,1
46.663846,-3.458787,2.719581,-8.764584,7,1
46.69885,-3.427677,2.448627,-8.856213,7,1
46.733826,-3.608163,2.027266,-8.861623,7,1
46.763856,-4.342079,1.291614,-8.698008,7,1
46.798859,-5.204281,0.19206,-8.309984,7,1
46.833863,-5.650921,-1.112673,-7.93765,7,1
46.863862,-5.4467,-2.437826,-7.782526,7,1
46.898865,-4.752245,-4.094462,-7.538487,7,1
46.928895,-4.133772,-5.374206,-7.085696,7,1
46.963898,-3.441709,-6.730599,-6.247474,7,1
46.998902,-2.710197,-7.83079,-5.245075,7,1
47.028901,-1.7913,-8.559013,-4.439797,7,1
47.063904,-0.404568,-9.099619,-3.634626,7,1
47.098908,0.989129,-9.330485,-2.853228,7,1
47.128937,2.118621,-9.32551,-2.173372,7,1
47.163941,3.075909,-9.195326,-1.470376,7,1
47.198945,3.532877,-9.093668,-1.000611,7,1
47.228943,3.770308,-9.01605,-0.820282,7,1
47.263947,3.976118,-8.921315,-0.88197,7,1
47.298981,4.106733,-8.833952,-1.128397,7,1
47.32898,4.205234,-8.757375,-1.34225,7,1
47.363984,4.341967,-8.679102,-1.413423,7,1
47.398987,4.453213,-8.616841,-1.447825,7,1
47.428986,4.506037,-8.559353,-1.615663,7,1
47.46402,4.583004,-8.497945,-1.719959,7,1
47.499024,4.550811,-8.493192,-1.825665,7,1
47.529023,4.453558,-8.528843,-1.897868,7,1
47.564026,4.119898,-8.673735,-1.992491,7,1
47.59903,3.549775,-8.877508,-2.183163,7,1
47.634034,2.827284,-9.077941,-2.403063,7,1
47.664063,2.04539,-9.264831,-2.481238,7,1
47.699067,1.206857,-9.468616,-2.250792,7,1
47.729061,0.688084,-9.607161,-1.845605,7,1
47.764064,0.35885,-9.729136,-1.179996,7,1
47.799068,0.233854,-9.796208,-0.396068,7,1
47.829097,0.242172,-9.799058,0.311542,7,1
47.864101,0.408802,-9.728808,1.166371,7,1
47.899104,0.930152,-9.578353,1.888709,7,1
47.929103,1.460349,-9.443773,2.204492,7,1
47.964107,2.032641,-9.286827,2.408417,7,1
47.999141,2.664076,-9.072981,2.600185,7,1
48.02914,3.258862,-8.852398,2.681812,7,1
48.064144,4.141173,-8.522314,2.529449,7,1
48.099147,5.151845,-8.073607,2.110121,7,1
48.129146,5.934743,-7.631436,1.648413,7,1
48.16418,6.643642,-7.10778,1.232373,7,1
48.199184,7.149561,-6.627348,1.067372,7,1
48.229183,7.446921,-6.297507,1.030545,7,1
48.264186,7.681926,-6.01719,0.97913,7,1
48.29919,7.836816,-5.835755,0.839954,7,1
48.329219,7.883477,-5.789839,0.711196,7,1
48.364223,7.814114,-5.894251,0.612106,7,1
48.399227,7.644514,-6.119206,0.542194,7,1
48.429225,7.438202,-6.37428,0.467939,7,1
48.464229,7.12612,-6.727957,0.3609,7,1
48.499233,6.767349,-7.091866,0.292695,7,1
48.529262,6.414061,-7.413316,0.28252,7,1
48.564266,6.014855,-7.739493,0.314666,7,1
48.599269,5.625431,-8.025425,0.35262,7,1
48.629268,5.274271,-8.263438,0.273708,7,1
48.664272,4.866113,-8.514572,0.0157,7,1
48.699306,4.469379,-8.720464,-0.39421,7,1
48.729301,4.133057,-8.857276,-0.802338,7,1
48.764304,3.741393,-8.978796,-1.249174,7,1
48.799308,3.374308,-9.06665,-1.608464,7,1
48.829307,3.113959,-9.116102,-1.837714,7,1
48.864341,2.88578,-9.14413,-2.057767,7,1
48.899345,2.739448,-9.151019,-2.220706,7,1
48.929343,2.685259,-9.138281,-2.336334,7,1
48.964347,2.671775,-9.114388,-2.442703,7,1
48.999351,2.666194,-9.094007,-2.523429,7,1
49.034354,2.646355,-9.087324,-2.567996,7,1
49.064384,2.58686,-9.091748,-2.61257,7,1
49.099387,2.46471,-9.10236,-2.692489,7,1
49.129386,2.313965,-9.122447,-2.757495,7,1
49.16439,2.077626,-9.158169,-2.826423,7,1
49.199393,1.811728,-9.193214,-2.894772,7,1
49.229423,1.572861,-9.215256,-2.963515,7,1
49.264426,1.31486,-9.224686,-3.05836,7,1
49.29943,1.100958,-9.21809,-3.161006,7,1
49.329429,0.926351,-9.207538,-3.246593,7,1
49.364433,0.697658,-9.195573,-3.33646,7,1
49.399467,0.455619,-9.180904,-3.417698,7,1
49.429465,0.243385,-9.173203,-3.459822,7,1
49.464469,-0.00992,-9.173636,-3.467212,7,1
49.499473,-0.249843,-9.173604,-3.458299,7,1
49.529472,-0.476212,-9.178667,-3.420898,7,1
49.564506,-0.706116,-9.184551,-3.364917,7,1
49.599509,-0.919519,-9.176256,-3.335875,7,1
49.629508,-1.09628,-9.16124,-3.323717,7,1
49.664512,-1.286939,-9.152323,-3.279636,7,1
49.699516,-1.377458,-9.147972,-3.254912,7,1
49.729516,-1.472524,-9.145395,-3.220352,7,1
49.764519,-1.604231,-9.122127,-3.223427,7,1
49.799523,-1.785759,-9.07975,-3.247528,7,1
49.829522,-1.995258,-9.040461,-3.23516,7,1
49.864526,-2.154853,-9.007495,-3.224731,7,1
49.899529,-2.25664,-8.98265,-3.224411,7,1
49.929559,-2.348917,-8.971352,-3.189776,7,1
49.964562,-2.443399,-8.956164,-3.161356,7,1
49.999566,-2.457414,-8.979248,-3.084068,7,1
50.029565,-2.34362,-9.029337,-3.025851,7,1
50.064568,-2.100113,-9.102501,-2.985172,7,1
50.099602,-1.622513,-9.21662,-2.93234,7,1
50.129601,-1.078938,-9.33179,-2.816177,7,1
50.164605,-0.478646,-9.419881,-2.685887,7,1
50.199609,0.027234,-9.468909,-2.552701,7,1
50.229607,0.356109,-9.489912,-2.447855,7,1
50.264642,0.766969,-9.491795,-2.344108,7,1
50.299645,1.153338,-9.493769,-2.1715,7,1
50.329644,1.351996,-9.50041,-2.02276,7,1
50.364648,1.491842,-9.498864,-1.929571,7,1
50.399651,1.613386,-9.495201,-1.848078,7,1
50.429681,1.699414,-9.49933,-1.746988,7,1
50.464684,1.8293,-9.509211,-1.551067,7,1
50.499688,1.920216,-9.527825,-1.307885,7,1
50.529687,1.943327,-9.544781,-1.139254,7,1
50.56469,1.913102,-9.562218,-1.039842,7,1
50.599725,1.897028,-9.569093,-0.999755,7,1
50.629723,1.937819,-9.566023,-0.955672,7,1
50.664727,2.045117,-9.548801,-0.902851,7,1
50.699731,2.17254,-9.521917,-0.889046,7,1
50.729719,2.287213,-9.491901,-0.921802,7,1
50.764754,2.435297,-9.450446,-0.967292,7,1
50.794752,2.555253,-9.416587,-0.987835,7,1
50.829756,2.686364,-9.378899,-0.998472,7,1
50.86476,2.795967,-9.346704,-0.999467,8,0
50.899763,2.892014,-9.31848,-0.989671,8,0
50.929793,2.969828,-9.293541,-0.993714,8,0
50.964796,3.041483,-9.265646,-1.036553,8,0
50.9998,3.094048,-9.241933,-1.091234,8,0
51.029799,3.154597,-9.210081,-1.183291,8,0
51.064802,3.204982,-9.178473,-1.28879,8,0
51.094832,3.247694,-9.15172,-1.369581,8,0
51.129835,3.290688,-9.116324,-1.497081,8,0
51.164839,3.335856,-9.083744,-1.592143,8,0
51.194838,3.382815,-9.05693,-1.644942,8,0
51.229842,3.437607,-9.029309,-1.682761,8,0
51.264845,3.425793,-9.023767,-1.735747,8,0
51.299879,3.446289,-9.012008,-1.756149,8,0
51.329878,3.406322,-9.025554,-1.764536,8,0
51.364882,3.374433,-9.040659,-1.74841,8,0
51.394881,3.386035,-9.044247,-1.706934,8,0
51.429884,3.411914,-9.047026,-1.639333,8,0
51.464918,3.431355,-9.051052,-1.575281,8,0
51.494917,3.43372,-9.062822,-1.500694,8,0
51.529921,3.444614,-9.073703,-1.40705,8,0
51.564925,3.463389,-9.079833,-1.318644,8,0
51.594923,3.47813,-9.077485,-1.295811,8,0
51.629957,3.479683,-9.068011,-1.356552,8,0
51.664961,3.460929,-9.065886,-1.417368,8,0
51.69496,3.446533,-9.064511,-1.46058,8,0
51.729953,3.420972,-9.062665,-1.530455,8,0
51.764956,3.399063,-9.050538,-1.646626,8,0
51.794986,3.411437,-9.018815,-1.788943,8,0
51.829989,3.416148,-8.979295,-1.96963,8,0
51.864993,3.347238,-8.945845,-2.22376,8,0
51.894992,3.187259,-8.917536,-2.548762,8,0
51.929995,2.845712,-8.886718,-3.017517,8,0
51.964999,2.335049,-8.8494,-3.523197,8,0
51.995028,1.732019,-8.793585,-3.981234,8,0
52.030032,0.850624,-8.66023,-4.522622,8,0
52.065036,-0.160152,-8.421498,-5.022945,8,0
52.100039,-1.041428,-8.101122,-5.492717,8,0
52.130038,-1.998456,-7.596676,-5.871451,8,0
52.165072,-2.862504,-6.962204,-6.285781,8,0
52.200076,-3.643097,-6.25364,-6.617936,8,0
52.230075,-4.235679,-5.627984,-6.823641,8,0
